,overall,pace,shooting,passing,dribbling,defending,physic
8953,66,55.0,55.0,57.0,64.0,63.0,63.0
8954,66,58.0,56.0,65.0,67.0,57.0,56.0
8955,66,76.0,65.0,59.0,70.0,46.0,58.0
8956,66,74.0,59.0,60.0,70.0,60.0,74.0
8957,66,62.0,25.0,39.0,39.0,66.0,69.0
8958,66,61.0,52.0,60.0,63.0,62.0,69.0
8959,66,67.0,68.0,53.0,63.0,31.0,60.0
8960,66,71.0,59.0,63.0,66.0,61.0,72.0
8961,66,61.0,65.0,52.0,64.0,34.0,67.0
8962,66,65.0,38.0,42.0,50.0,67.0,64.0
8963,66,78.0,54.0,61.0,70.0,33.0,51.0
8964,66,79.0,61.0,59.0,68.0,36.0,38.0
8965,66,72.0,27.0,54.0,61.0,65.0,62.0
8966,66,66.0,65.0,63.0,71.0,29.0,59.0
8967,66,58.0,39.0,41.0,44.0,65.0,76.0
8968,66,67.0,62.0,53.0,64.0,22.0,63.0
8969,66,74.0,62.0,47.0,63.0,32.0,73.0
8971,66,72.0,30.0,49.0,50.0,65.0,65.0
8973,66,79.0,65.0,59.0,69.0,47.0,68.0
8974,66,87.0,60.0,57.0,68.0,29.0,60.0
8976,66,76.0,59.0,58.0,71.0,26.0,42.0
8977,66,70.0,59.0,66.0,71.0,51.0,59.0
8978,66,91.0,57.0,57.0,69.0,45.0,61.0
8979,66,65.0,46.0,64.0,66.0,57.0,69.0
8980,66,64.0,53.0,63.0,66.0,49.0,60.0
8981,66,75.0,43.0,54.0,66.0,60.0,82.0
8982,66,63.0,51.0,68.0,68.0,62.0,61.0
8983,66,79.0,37.0,50.0,64.0,64.0,60.0
8984,66,58.0,57.0,65.0,70.0,39.0,31.0
8987,66,77.0,39.0,59.0,59.0,62.0,63.0
8988,66,86.0,61.0,61.0,70.0,51.0,53.0
8989,66,72.0,39.0,55.0,62.0,66.0,65.0
8991,66,77.0,41.0,60.0,64.0,60.0,64.0
8992,66,67.0,56.0,60.0,65.0,63.0,74.0
8993,66,78.0,36.0,60.0,65.0,62.0,76.0
8994,66,59.0,44.0,61.0,61.0,65.0,63.0
8995,66,75.0,64.0,61.0,66.0,57.0,63.0
8997,66,67.0,57.0,61.0,69.0,33.0,57.0
8998,66,54.0,38.0,44.0,43.0,63.0,79.0
8999,66,68.0,39.0,53.0,66.0,65.0,70.0
9000,66,64.0,59.0,65.0,67.0,53.0,59.0
9001,66,82.0,62.0,59.0,65.0,29.0,63.0
9002,66,73.0,65.0,64.0,67.0,57.0,68.0
9003,66,66.0,48.0,65.0,70.0,62.0,67.0
9004,66,81.0,51.0,60.0,66.0,42.0,63.0
9005,66,57.0,45.0,54.0,58.0,66.0,67.0
9007,66,73.0,61.0,61.0,65.0,37.0,65.0
9008,66,52.0,30.0,44.0,44.0,65.0,71.0
9009,66,75.0,34.0,48.0,53.0,65.0,75.0
9010,66,85.0,54.0,62.0,67.0,29.0,48.0
9011,66,67.0,43.0,59.0,62.0,63.0,72.0
9012,66,76.0,62.0,61.0,67.0,34.0,58.0
9013,66,66.0,60.0,69.0,59.0,59.0,71.0
9014,66,78.0,39.0,61.0,64.0,60.0,66.0
9015,66,74.0,55.0,62.0,70.0,53.0,61.0
9016,66,46.0,38.0,46.0,57.0,65.0,61.0
9017,66,72.0,59.0,63.0,68.0,31.0,53.0
9018,66,68.0,67.0,48.0,65.0,29.0,51.0
9019,66,72.0,32.0,51.0,51.0,64.0,70.0
9020,66,68.0,29.0,45.0,39.0,68.0,68.0
9021,66,71.0,46.0,56.0,62.0,65.0,77.0
9022,66,71.0,58.0,65.0,65.0,63.0,71.0
9024,66,79.0,61.0,58.0,70.0,27.0,65.0
9025,66,45.0,23.0,35.0,34.0,64.0,74.0
9026,66,69.0,71.0,55.0,69.0,30.0,49.0
9027,66,52.0,27.0,41.0,39.0,67.0,69.0
9028,66,70.0,45.0,60.0,67.0,63.0,65.0
9029,66,64.0,50.0,63.0,65.0,65.0,70.0
9030,66,81.0,53.0,64.0,68.0,60.0,61.0
9031,66,88.0,51.0,61.0,64.0,57.0,66.0
9032,66,73.0,65.0,57.0,65.0,26.0,58.0
9033,66,77.0,58.0,63.0,65.0,60.0,74.0
9034,66,65.0,59.0,68.0,72.0,55.0,48.0
9036,66,66.0,56.0,66.0,63.0,60.0,67.0
9038,66,54.0,45.0,50.0,55.0,64.0,73.0
9040,66,78.0,39.0,59.0,64.0,65.0,67.0
9041,66,59.0,33.0,46.0,43.0,63.0,70.0
9042,66,86.0,54.0,61.0,71.0,39.0,55.0
9043,66,69.0,31.0,44.0,46.0,64.0,70.0
9044,66,68.0,62.0,62.0,71.0,52.0,55.0
9045,66,52.0,39.0,45.0,42.0,65.0,71.0
9046,66,92.0,62.0,55.0,65.0,57.0,66.0
9047,66,80.0,66.0,49.0,71.0,22.0,47.0
9048,66,77.0,66.0,54.0,68.0,28.0,50.0
9049,66,58.0,55.0,63.0,62.0,56.0,67.0
9050,66,74.0,60.0,61.0,65.0,55.0,52.0
9051,66,58.0,52.0,53.0,54.0,68.0,75.0
9052,66,71.0,57.0,66.0,67.0,28.0,45.0
9053,66,75.0,38.0,60.0,67.0,63.0,64.0
9054,66,72.0,60.0,65.0,68.0,37.0,56.0
9055,66,76.0,41.0,58.0,64.0,63.0,69.0
9056,66,62.0,61.0,61.0,61.0,63.0,86.0
9057,66,64.0,47.0,59.0,64.0,63.0,63.0
9058,66,79.0,60.0,61.0,73.0,32.0,49.0
9059,66,80.0,57.0,63.0,69.0,62.0,66.0
9060,66,76.0,56.0,66.0,67.0,38.0,60.0
9062,66,70.0,33.0,44.0,59.0,65.0,67.0
9063,66,66.0,63.0,46.0,64.0,22.0,66.0
9064,66,85.0,62.0,57.0,68.0,42.0,68.0
9065,66,95.0,46.0,54.0,57.0,63.0,65.0
9066,66,75.0,57.0,58.0,65.0,60.0,70.0
9067,66,51.0,29.0,39.0,39.0,67.0,73.0
9068,66,67.0,62.0,58.0,66.0,58.0,75.0
9069,66,51.0,55.0,69.0,67.0,37.0,53.0
9070,66,60.0,31.0,46.0,39.0,64.0,76.0
9071,66,80.0,62.0,51.0,64.0,26.0,68.0
9072,66,81.0,60.0,58.0,65.0,33.0,63.0
9073,66,69.0,57.0,67.0,67.0,58.0,64.0
9074,66,69.0,56.0,69.0,66.0,57.0,48.0
9075,66,71.0,49.0,61.0,68.0,62.0,72.0
9076,66,75.0,66.0,48.0,65.0,19.0,62.0
9077,66,76.0,63.0,51.0,66.0,48.0,68.0
9078,66,86.0,67.0,53.0,61.0,29.0,66.0
9079,66,81.0,58.0,58.0,68.0,30.0,41.0
9080,66,53.0,38.0,45.0,49.0,65.0,70.0
9081,66,71.0,52.0,59.0,66.0,62.0,64.0
9082,66,79.0,50.0,61.0,67.0,63.0,70.0
9083,66,73.0,43.0,54.0,63.0,65.0,56.0
9084,66,81.0,65.0,60.0,69.0,32.0,50.0
9085,66,64.0,67.0,46.0,59.0,34.0,70.0
9086,66,56.0,69.0,44.0,61.0,20.0,54.0
9087,66,77.0,61.0,56.0,67.0,60.0,67.0
9088,66,57.0,30.0,45.0,46.0,66.0,67.0
9089,66,68.0,70.0,56.0,61.0,22.0,70.0
9090,66,83.0,59.0,60.0,69.0,47.0,62.0
9091,66,76.0,57.0,59.0,71.0,51.0,68.0
9092,66,77.0,64.0,56.0,70.0,23.0,60.0
9093,66,74.0,67.0,63.0,68.0,38.0,65.0
9094,66,50.0,44.0,49.0,46.0,64.0,75.0
9095,66,79.0,63.0,62.0,71.0,28.0,51.0
9096,66,80.0,60.0,61.0,70.0,34.0,62.0
9097,66,71.0,58.0,64.0,69.0,61.0,62.0
9098,66,77.0,51.0,65.0,62.0,64.0,73.0
9100,66,70.0,45.0,55.0,61.0,64.0,75.0
9101,66,84.0,64.0,47.0,64.0,34.0,71.0
9102,66,68.0,48.0,62.0,70.0,64.0,65.0
9103,66,82.0,62.0,51.0,71.0,33.0,70.0
9104,66,85.0,63.0,65.0,67.0,58.0,72.0
9107,66,65.0,40.0,62.0,51.0,66.0,67.0
9108,66,76.0,60.0,61.0,71.0,55.0,61.0
9109,66,60.0,29.0,51.0,52.0,65.0,70.0
9110,66,65.0,53.0,63.0,65.0,64.0,68.0
9111,66,76.0,53.0,61.0,67.0,60.0,72.0
9112,66,73.0,56.0,68.0,70.0,60.0,64.0
9113,66,81.0,49.0,60.0,68.0,32.0,46.0
9114,66,78.0,62.0,56.0,72.0,29.0,53.0
9115,66,79.0,64.0,60.0,68.0,23.0,71.0
9117,66,76.0,47.0,57.0,58.0,61.0,74.0
9118,66,68.0,63.0,48.0,65.0,31.0,75.0
9119,66,67.0,50.0,60.0,67.0,61.0,64.0
9120,66,73.0,60.0,62.0,67.0,38.0,51.0
9121,66,71.0,51.0,62.0,66.0,60.0,66.0
9122,66,73.0,45.0,58.0,64.0,63.0,61.0
9123,66,55.0,25.0,41.0,47.0,65.0,70.0
9124,66,86.0,55.0,63.0,61.0,61.0,66.0
9125,66,68.0,38.0,62.0,62.0,63.0,65.0
9126,66,81.0,57.0,58.0,69.0,34.0,58.0
9127,66,77.0,62.0,64.0,69.0,30.0,60.0
9128,66,66.0,56.0,62.0,69.0,65.0,67.0
9129,66,76.0,66.0,53.0,62.0,26.0,66.0
9130,66,62.0,31.0,42.0,48.0,64.0,72.0
9132,66,72.0,51.0,64.0,67.0,63.0,72.0
9133,66,88.0,56.0,60.0,70.0,32.0,55.0
9134,66,61.0,27.0,38.0,52.0,64.0,71.0
9136,66,76.0,66.0,49.0,63.0,21.0,53.0
9138,66,80.0,60.0,61.0,66.0,59.0,63.0
9139,66,70.0,36.0,51.0,56.0,62.0,82.0
9140,66,59.0,27.0,50.0,52.0,67.0,71.0
9141,66,72.0,63.0,58.0,65.0,35.0,71.0
9142,66,79.0,47.0,59.0,61.0,61.0,78.0
9144,66,60.0,45.0,63.0,66.0,63.0,61.0
9145,66,84.0,62.0,63.0,71.0,44.0,48.0
9146,66,75.0,63.0,52.0,67.0,37.0,69.0
9147,66,65.0,60.0,60.0,63.0,61.0,72.0
9148,66,66.0,61.0,65.0,67.0,52.0,56.0
9150,66,72.0,65.0,62.0,66.0,41.0,63.0
9152,66,60.0,34.0,38.0,48.0,67.0,71.0
9153,66,64.0,65.0,45.0,62.0,23.0,70.0
9154,66,69.0,60.0,66.0,65.0,61.0,66.0
9155,66,73.0,55.0,63.0,71.0,51.0,57.0
9156,66,67.0,57.0,64.0,65.0,63.0,73.0
9157,66,57.0,25.0,38.0,47.0,66.0,73.0
9158,66,58.0,36.0,49.0,50.0,66.0,73.0
9160,66,81.0,50.0,55.0,61.0,61.0,66.0
9161,66,66.0,53.0,65.0,68.0,62.0,67.0
9162,66,50.0,69.0,57.0,62.0,29.0,72.0
9163,66,66.0,56.0,65.0,69.0,62.0,71.0
9164,66,68.0,44.0,46.0,41.0,64.0,75.0
9165,66,42.0,29.0,38.0,43.0,63.0,78.0
9167,66,87.0,64.0,48.0,66.0,24.0,66.0
9168,66,75.0,62.0,55.0,67.0,36.0,66.0
9169,66,69.0,52.0,64.0,62.0,63.0,57.0
9170,66,76.0,52.0,61.0,69.0,59.0,70.0
9171,66,77.0,58.0,59.0,69.0,41.0,66.0
9172,66,72.0,50.0,58.0,58.0,61.0,79.0
9173,66,58.0,68.0,39.0,65.0,38.0,69.0
9174,66,45.0,24.0,47.0,45.0,67.0,64.0
9175,66,74.0,54.0,62.0,71.0,50.0,59.0
9176,66,66.0,59.0,64.0,67.0,60.0,65.0
9177,66,77.0,64.0,57.0,63.0,30.0,61.0
9178,66,74.0,64.0,48.0,60.0,26.0,68.0
9179,66,55.0,56.0,57.0,58.0,63.0,77.0
9180,66,60.0,48.0,59.0,63.0,66.0,66.0
9181,66,66.0,60.0,57.0,70.0,28.0,67.0
9182,66,83.0,35.0,59.0,70.0,54.0,54.0
9184,66,76.0,65.0,65.0,67.0,45.0,66.0
9185,66,87.0,62.0,58.0,65.0,19.0,63.0
9186,66,57.0,60.0,55.0,61.0,68.0,72.0
9189,66,78.0,48.0,54.0,55.0,63.0,66.0
9190,66,76.0,26.0,32.0,42.0,64.0,78.0
9191,66,74.0,49.0,57.0,60.0,64.0,55.0
9192,66,69.0,62.0,62.0,68.0,61.0,70.0
9193,66,65.0,55.0,60.0,68.0,57.0,54.0
9195,66,67.0,51.0,63.0,69.0,58.0,71.0
9196,66,68.0,64.0,48.0,64.0,23.0,61.0
9197,66,66.0,30.0,56.0,49.0,65.0,69.0
9198,66,68.0,40.0,40.0,46.0,68.0,65.0
9199,66,82.0,45.0,56.0,67.0,62.0,60.0
9200,66,73.0,62.0,63.0,67.0,38.0,53.0
9201,66,63.0,62.0,62.0,66.0,24.0,46.0
9202,66,84.0,55.0,59.0,72.0,36.0,52.0
9203,66,54.0,30.0,32.0,45.0,65.0,79.0
9204,66,70.0,54.0,62.0,65.0,25.0,53.0
9205,66,73.0,34.0,52.0,61.0,64.0,60.0
9206,66,74.0,64.0,59.0,69.0,28.0,59.0
9207,66,61.0,67.0,62.0,67.0,26.0,58.0
9209,66,51.0,30.0,41.0,53.0,65.0,65.0
9213,66,41.0,33.0,39.0,39.0,66.0,74.0
9214,66,80.0,54.0,56.0,68.0,63.0,73.0
9215,66,76.0,34.0,59.0,62.0,63.0,68.0
9216,66,69.0,42.0,57.0,61.0,64.0,72.0
9217,66,76.0,64.0,60.0,68.0,33.0,62.0
9219,66,76.0,61.0,64.0,67.0,55.0,63.0
9220,66,49.0,37.0,55.0,46.0,66.0,69.0
9221,66,59.0,55.0,63.0,66.0,64.0,69.0
9223,66,70.0,57.0,64.0,71.0,56.0,60.0
9224,66,65.0,43.0,41.0,51.0,65.0,73.0
9225,66,87.0,57.0,58.0,63.0,59.0,68.0
9226,66,65.0,40.0,47.0,49.0,63.0,78.0
9227,66,76.0,64.0,62.0,64.0,60.0,70.0
9228,66,73.0,64.0,48.0,66.0,27.0,74.0
9229,66,69.0,43.0,59.0,53.0,65.0,73.0
9230,66,71.0,43.0,60.0,58.0,64.0,68.0
9231,66,41.0,30.0,30.0,42.0,65.0,74.0
9232,66,56.0,54.0,66.0,66.0,57.0,64.0
9233,66,78.0,60.0,57.0,69.0,44.0,46.0
9235,66,67.0,59.0,67.0,64.0,65.0,61.0
9236,66,74.0,61.0,58.0,74.0,27.0,44.0
9237,66,51.0,18.0,36.0,35.0,64.0,75.0
9238,66,46.0,36.0,49.0,50.0,66.0,67.0
9239,66,79.0,60.0,59.0,65.0,64.0,55.0
9240,66,60.0,28.0,40.0,49.0,66.0,70.0
9241,66,76.0,37.0,57.0,64.0,61.0,78.0
9243,66,59.0,30.0,38.0,37.0,68.0,69.0
9244,66,79.0,34.0,53.0,57.0,62.0,63.0
9245,66,71.0,33.0,51.0,61.0,64.0,73.0
9246,66,60.0,66.0,47.0,59.0,27.0,75.0
9248,66,73.0,26.0,54.0,64.0,63.0,65.0
9249,66,56.0,37.0,49.0,49.0,66.0,66.0
9250,66,58.0,28.0,45.0,42.0,65.0,70.0
9251,66,72.0,31.0,48.0,62.0,62.0,74.0
9252,66,54.0,30.0,44.0,43.0,67.0,69.0
9253,66,68.0,45.0,67.0,63.0,62.0,65.0
9255,66,76.0,53.0,60.0,67.0,31.0,52.0
9256,66,71.0,56.0,60.0,64.0,63.0,66.0
9257,66,66.0,57.0,62.0,66.0,62.0,69.0
9258,66,71.0,35.0,58.0,54.0,64.0,74.0
9259,66,65.0,37.0,41.0,53.0,66.0,70.0
9260,66,88.0,57.0,58.0,75.0,29.0,48.0
9261,66,82.0,47.0,64.0,66.0,57.0,71.0
9262,66,73.0,61.0,62.0,64.0,28.0,58.0
9263,66,58.0,52.0,60.0,68.0,65.0,68.0
9264,66,60.0,58.0,63.0,66.0,61.0,60.0
9265,66,54.0,24.0,42.0,38.0,65.0,71.0
9267,66,73.0,66.0,54.0,65.0,32.0,69.0
9268,66,75.0,34.0,49.0,64.0,65.0,62.0
9269,66,71.0,58.0,64.0,65.0,64.0,59.0
9270,66,57.0,49.0,51.0,51.0,63.0,78.0
9271,66,80.0,55.0,61.0,69.0,30.0,44.0
9272,66,65.0,59.0,66.0,64.0,61.0,66.0
9273,66,69.0,46.0,57.0,66.0,65.0,60.0
9275,66,66.0,39.0,53.0,52.0,64.0,72.0
9278,66,63.0,59.0,62.0,68.0,55.0,71.0
9279,66,81.0,64.0,55.0,67.0,26.0,62.0
9280,66,71.0,40.0,53.0,61.0,65.0,67.0
9281,66,73.0,53.0,61.0,64.0,62.0,72.0
9282,66,55.0,52.0,62.0,56.0,64.0,73.0
9283,66,66.0,50.0,64.0,65.0,66.0,74.0
9284,66,57.0,54.0,60.0,61.0,64.0,75.0
9285,66,58.0,28.0,53.0,56.0,65.0,68.0
9286,66,73.0,55.0,64.0,68.0,55.0,59.0
9287,66,72.0,61.0,62.0,69.0,29.0,69.0
9288,66,60.0,64.0,45.0,64.0,28.0,76.0
9289,66,78.0,56.0,60.0,69.0,25.0,63.0
9290,66,62.0,63.0,71.0,69.0,50.0,54.0
9291,66,73.0,60.0,63.0,67.0,32.0,62.0
9292,66,84.0,63.0,50.0,64.0,33.0,72.0
9293,66,83.0,54.0,61.0,67.0,64.0,79.0
9294,66,72.0,48.0,60.0,66.0,60.0,68.0
9295,66,51.0,49.0,57.0,58.0,64.0,75.0
9296,66,71.0,66.0,58.0,65.0,26.0,55.0
9297,66,80.0,61.0,53.0,70.0,24.0,64.0
9298,66,66.0,60.0,62.0,63.0,62.0,73.0
9299,66,61.0,52.0,65.0,69.0,60.0,65.0
9300,66,37.0,47.0,55.0,56.0,64.0,75.0
9301,66,74.0,60.0,62.0,64.0,60.0,72.0
9302,66,77.0,58.0,62.0,74.0,54.0,62.0
9303,66,71.0,44.0,64.0,64.0,64.0,78.0
9304,66,64.0,34.0,50.0,50.0,66.0,70.0
9305,66,68.0,36.0,57.0,59.0,61.0,74.0
9306,66,60.0,48.0,59.0,62.0,64.0,67.0
9307,66,51.0,52.0,56.0,58.0,65.0,68.0
9308,66,67.0,64.0,61.0,66.0,63.0,68.0
9310,66,87.0,59.0,66.0,68.0,36.0,58.0
9311,66,70.0,46.0,61.0,61.0,63.0,73.0
9312,66,55.0,50.0,43.0,39.0,65.0,67.0
9313,66,88.0,32.0,52.0,58.0,63.0,75.0
9314,66,65.0,53.0,57.0,60.0,65.0,73.0
9315,66,64.0,39.0,49.0,47.0,65.0,71.0
9316,66,54.0,24.0,42.0,48.0,65.0,75.0
9318,66,79.0,65.0,47.0,62.0,34.0,69.0
9319,66,58.0,58.0,62.0,62.0,68.0,78.0
9320,66,63.0,47.0,55.0,58.0,64.0,75.0
9321,66,86.0,64.0,50.0,70.0,28.0,46.0
9323,66,43.0,40.0,51.0,56.0,64.0,79.0
9325,66,71.0,38.0,51.0,62.0,65.0,68.0
9326,66,72.0,66.0,51.0,61.0,27.0,67.0
9327,66,52.0,45.0,56.0,55.0,66.0,79.0
9328,66,75.0,55.0,58.0,61.0,63.0,58.0
9329,66,75.0,32.0,61.0,62.0,61.0,64.0
9331,66,76.0,56.0,62.0,68.0,25.0,54.0
9332,66,64.0,28.0,48.0,48.0,67.0,68.0
9333,66,87.0,52.0,60.0,67.0,28.0,52.0
9334,66,78.0,59.0,64.0,64.0,59.0,69.0
9335,66,71.0,45.0,58.0,65.0,64.0,72.0
9336,66,71.0,49.0,59.0,62.0,61.0,70.0
9337,66,60.0,33.0,44.0,50.0,63.0,80.0
9338,66,80.0,62.0,61.0,67.0,36.0,56.0
9339,66,82.0,50.0,58.0,65.0,61.0,75.0
9340,66,80.0,63.0,56.0,69.0,29.0,64.0
9341,66,63.0,33.0,53.0,62.0,66.0,68.0
9343,66,53.0,48.0,62.0,63.0,62.0,71.0
9344,66,67.0,66.0,65.0,68.0,34.0,57.0
9345,66,62.0,27.0,45.0,47.0,65.0,70.0
9346,66,79.0,41.0,58.0,64.0,63.0,68.0
9347,66,65.0,65.0,45.0,63.0,31.0,70.0
9348,66,53.0,37.0,44.0,48.0,64.0,70.0
9349,66,68.0,32.0,46.0,43.0,65.0,71.0
9350,66,60.0,45.0,57.0,60.0,63.0,68.0
9351,66,78.0,47.0,56.0,66.0,63.0,63.0
9352,66,58.0,68.0,57.0,60.0,31.0,67.0
9354,66,58.0,38.0,43.0,46.0,65.0,71.0
9355,66,71.0,66.0,56.0,70.0,19.0,53.0
9356,66,67.0,68.0,64.0,68.0,31.0,36.0
9357,66,67.0,66.0,49.0,61.0,25.0,68.0
9358,66,58.0,35.0,56.0,51.0,64.0,72.0
9359,66,69.0,26.0,57.0,64.0,62.0,60.0
9360,66,82.0,63.0,52.0,72.0,32.0,56.0
9361,66,82.0,64.0,57.0,67.0,30.0,49.0
9362,66,61.0,33.0,38.0,37.0,67.0,71.0
9363,66,76.0,65.0,62.0,65.0,28.0,49.0
9366,66,54.0,37.0,51.0,49.0,65.0,75.0
9367,66,62.0,53.0,54.0,60.0,66.0,71.0
9369,66,74.0,36.0,53.0,63.0,65.0,69.0
9370,66,75.0,55.0,59.0,66.0,60.0,71.0
9371,66,71.0,62.0,64.0,67.0,47.0,68.0
9372,66,79.0,38.0,38.0,48.0,63.0,79.0
9373,66,50.0,24.0,50.0,55.0,66.0,70.0
9374,66,67.0,64.0,56.0,59.0,43.0,76.0
9375,66,69.0,45.0,61.0,60.0,63.0,73.0
9377,66,49.0,21.0,37.0,41.0,67.0,69.0
9378,66,57.0,18.0,34.0,46.0,67.0,65.0
9379,66,66.0,67.0,52.0,60.0,31.0,74.0
9380,66,81.0,64.0,45.0,65.0,25.0,71.0
9381,66,77.0,33.0,61.0,67.0,60.0,72.0
9382,66,64.0,65.0,60.0,66.0,54.0,68.0
9383,66,54.0,65.0,50.0,61.0,25.0,70.0
9384,66,68.0,32.0,48.0,43.0,65.0,72.0
9385,66,61.0,39.0,48.0,41.0,64.0,66.0
9386,66,73.0,60.0,67.0,68.0,62.0,66.0
9388,66,53.0,29.0,37.0,48.0,64.0,73.0
9389,66,61.0,45.0,60.0,59.0,62.0,76.0
9390,66,66.0,54.0,63.0,65.0,62.0,64.0
9392,66,77.0,56.0,58.0,73.0,20.0,65.0
9393,66,70.0,59.0,64.0,61.0,63.0,74.0
9395,66,72.0,59.0,61.0,64.0,61.0,79.0
9396,66,61.0,43.0,34.0,39.0,65.0,70.0
9397,66,44.0,39.0,44.0,43.0,65.0,72.0
9398,66,73.0,60.0,62.0,67.0,52.0,54.0
9399,66,76.0,58.0,64.0,69.0,47.0,47.0
9400,66,65.0,65.0,50.0,63.0,29.0,73.0
9401,66,72.0,62.0,54.0,61.0,44.0,69.0
9402,66,68.0,59.0,62.0,66.0,52.0,72.0
9403,66,69.0,47.0,58.0,65.0,65.0,71.0
9404,66,65.0,65.0,50.0,63.0,30.0,67.0
9405,66,67.0,43.0,63.0,61.0,61.0,70.0
9406,66,73.0,34.0,55.0,64.0,66.0,57.0
9407,66,54.0,27.0,54.0,58.0,63.0,77.0
9408,66,70.0,65.0,55.0,66.0,31.0,61.0
9409,66,63.0,48.0,58.0,54.0,62.0,72.0
9410,66,64.0,39.0,43.0,43.0,65.0,72.0
9412,66,58.0,60.0,64.0,69.0,35.0,59.0
9413,66,59.0,30.0,38.0,36.0,69.0,66.0
9415,66,75.0,64.0,62.0,66.0,51.0,72.0
9417,66,67.0,62.0,61.0,67.0,51.0,59.0
9418,66,72.0,55.0,63.0,66.0,66.0,73.0
9419,66,76.0,65.0,63.0,67.0,47.0,73.0
9420,66,67.0,61.0,60.0,62.0,60.0,80.0
9421,66,76.0,63.0,63.0,68.0,58.0,70.0
9422,66,67.0,33.0,52.0,50.0,66.0,76.0
9424,66,77.0,63.0,59.0,67.0,28.0,67.0
9425,66,70.0,63.0,60.0,66.0,29.0,67.0
9426,66,64.0,61.0,63.0,66.0,64.0,72.0
9429,66,78.0,65.0,48.0,69.0,30.0,63.0
9430,66,75.0,55.0,58.0,63.0,62.0,66.0
9431,66,68.0,34.0,52.0,53.0,65.0,71.0
9432,66,66.0,67.0,60.0,62.0,36.0,69.0
9433,66,87.0,58.0,58.0,67.0,41.0,60.0
9434,66,75.0,64.0,63.0,68.0,40.0,72.0
9436,66,72.0,46.0,62.0,66.0,61.0,64.0
9437,66,73.0,52.0,63.0,68.0,61.0,76.0
9438,66,90.0,66.0,59.0,71.0,19.0,56.0
9439,66,77.0,66.0,54.0,65.0,29.0,68.0
9440,66,77.0,39.0,59.0,60.0,60.0,66.0
9441,66,62.0,58.0,59.0,62.0,65.0,79.0
9443,66,71.0,59.0,65.0,64.0,63.0,74.0
9444,66,74.0,36.0,57.0,62.0,65.0,68.0
9445,66,63.0,65.0,69.0,64.0,48.0,61.0
9446,66,73.0,62.0,56.0,58.0,36.0,82.0
9447,66,70.0,62.0,43.0,62.0,32.0,78.0
9448,66,68.0,58.0,66.0,64.0,63.0,71.0
9449,66,75.0,63.0,61.0,67.0,50.0,65.0
9450,66,66.0,52.0,59.0,63.0,65.0,71.0
9451,66,76.0,55.0,70.0,69.0,56.0,66.0
9452,66,58.0,50.0,61.0,57.0,63.0,68.0
9453,66,40.0,43.0,57.0,55.0,66.0,76.0
9454,66,54.0,37.0,58.0,58.0,63.0,75.0
9455,66,41.0,45.0,57.0,60.0,61.0,85.0
9456,66,80.0,57.0,57.0,71.0,61.0,71.0
9457,66,68.0,34.0,59.0,68.0,63.0,66.0
9458,66,74.0,58.0,54.0,72.0,41.0,58.0
9459,66,90.0,63.0,56.0,66.0,28.0,72.0
9460,66,82.0,65.0,66.0,71.0,26.0,52.0
9461,66,72.0,60.0,66.0,68.0,51.0,65.0
9462,66,81.0,63.0,51.0,64.0,27.0,68.0
9463,66,47.0,29.0,56.0,52.0,63.0,72.0
9464,66,86.0,52.0,52.0,67.0,59.0,54.0
9465,66,60.0,35.0,52.0,53.0,65.0,62.0
9466,66,74.0,59.0,62.0,68.0,61.0,63.0
9467,66,72.0,57.0,64.0,67.0,64.0,73.0
9468,66,67.0,62.0,64.0,66.0,59.0,68.0
9469,66,69.0,51.0,61.0,68.0,62.0,57.0
9470,66,71.0,61.0,62.0,64.0,63.0,70.0
9471,66,73.0,44.0,61.0,57.0,65.0,62.0
9473,66,69.0,64.0,64.0,67.0,54.0,52.0
9474,66,77.0,64.0,52.0,64.0,21.0,70.0
9476,66,64.0,49.0,66.0,69.0,63.0,60.0
9477,66,77.0,53.0,59.0,67.0,50.0,67.0
9478,66,76.0,51.0,62.0,67.0,57.0,66.0
9479,66,81.0,60.0,58.0,69.0,34.0,53.0
9480,66,74.0,62.0,66.0,69.0,41.0,58.0
9482,66,71.0,65.0,47.0,56.0,31.0,71.0
9483,66,79.0,48.0,60.0,67.0,58.0,69.0
9484,66,69.0,39.0,42.0,66.0,68.0,52.0
9485,66,71.0,60.0,61.0,68.0,38.0,52.0
9486,66,80.0,64.0,61.0,69.0,35.0,62.0
9487,66,76.0,63.0,62.0,68.0,56.0,62.0
9489,66,65.0,41.0,60.0,59.0,64.0,72.0
9492,66,74.0,56.0,62.0,68.0,41.0,47.0
9494,66,36.0,55.0,54.0,61.0,67.0,68.0
9495,66,63.0,64.0,66.0,67.0,51.0,70.0
9498,66,57.0,62.0,65.0,65.0,65.0,72.0
9499,66,57.0,51.0,53.0,55.0,62.0,82.0
9501,66,33.0,27.0,48.0,47.0,67.0,61.0
9503,66,53.0,38.0,51.0,58.0,65.0,68.0
9504,66,58.0,44.0,63.0,59.0,65.0,70.0
9505,66,72.0,42.0,58.0,63.0,63.0,75.0
9506,66,48.0,47.0,57.0,60.0,61.0,70.0
9507,66,71.0,63.0,63.0,67.0,44.0,63.0
9508,66,84.0,68.0,62.0,64.0,53.0,83.0
9509,66,59.0,44.0,53.0,49.0,63.0,76.0
